,name,difficulty_code,district,difficulty,description,polyline
4476,BEACH DR SW,d,Current,#FF0000,Sharrows,"[(48.417858663739395, -110.62812488626709), (48.41499578610599, -110.62666704827922)]"
4479,4TH AVE S,i,Current,#FFFF00,In street major separation,"[(48.53049578658595, -110.35547203611512), (48.52777631734207, -110.35612280964337)]"
4481,32ND AVE NW,d,Current,#FF0000,In street minor separation,"[(48.78531357699686, -110.5304276530935), (48.787884811530894, -110.52989632416228)]"
4484,NE 65TH ST,d,Current,#FF0000,In street minor separation,"[(48.77313808201413, -110.29247701245306), (48.77250732146433, -110.28700709669758)]"
4486,TAYLOR AVE N,d,Current,#FF0000,In street minor separation,"[(48.62994950408773, -110.39038153147791), (48.63000375526927, -110.39037020597688), (48.63539432370198, -110.38924546354481)]"
4487,E DENNY WAY,d,Current,#FF0000,In street minor separation,"[(48.57286953055053, -110.2054043368356), (48.57247662230415, -110.20176609378619)]"
4488,S HENDERSON ST,d,Current,#FF0000,In street minor separation,"[(48.25877269804469, -110.22062212931449), (48.25783154950884, -110.21191124111783), (48.25782436717437, -110.21184475863974)]"
4490,E YESLER WAY,i,Current,#FFFF00,In street major separation,"[(48.5283045169732, -110.30853609041249), (48.52803556989356, -110.30600771441222)]"
4492,BROADWAY,i,Current,#FFFF00,In street major separation,"[(48.53404119296119, -110.32683047039787), (48.53547684166402, -110.3264948937038)]"
4493,32ND AVE NW,d,Current,#FF0000,In street minor separation,"[(48.83250531671767, -110.5191998959012), (48.83818572305717, -110.51788345440335), (48.8439419939648, -110.51654912055764), (48.84412651225737, -110.51650634191597), (48.84492904756056, -110.5163156782502)]"
4494,CALIFORNIA AVE SW,d,Current,#FF0000,In street minor separation,"[(48.3395749021943, -110.59714712058232), (48.33720655004605, -110.59772226655522)]"
4495,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.792404331088896, -110.41905733233494), (48.798159454158515, -110.41768310135392)]"
4496,NW 42ND ST,e,Current,#00FF00,Multi use Trail,"[(48.72686747577571, -110.42765200721934), (48.72707313102936, -110.42981688014413)]"
4497,NE PACIFIC ST,i,Current,#FFFF00,In street major separation,"[(48.69834109416327, -110.27820117310381), (48.698329760936446, -110.27818286543058), (48.698318240238564, -110.27816464249226), (48.69830677119887, -110.27814634910948), (48.698295353502246, -110.27812798183707), (48.69828398714878, -110.27810954067462), (48.69827267473382, -110.27809102859304), (48.698261413661676, -110.27807244262144), (48.698250201967134, -110.27805378668043), (48.69823904814212, -110.27803505197843), (48.69822794660458, -110.27801625372224), (48.6982168980608, -110.27799737421036), (48.69820589952355, -110.27797843161984), (48.698194956890475, -110.27795941418852), (48.69818406851002, -110.27794032928185), (48.69817323178734, -110.27792117393085), (48.698162451283046, -110.2779019471839), (48.69815172503172, -110.2778826529617), (48.69814105303263, -110.27786329126435), (48.698130434971766, -110.27784385864666), (48.69811987344424, -110.27782435807832), (48.698109366168715, -110.27780479003462), (48.698098913146254, -110.2777851545159), (48.698088516656746, -110.27776545104614), (48.69807817701502, -110.27774568307011), (48.69806789162576, -110.27772584761932), (48.698057663083965, -110.27770594766245), (48.69804749076065, -110.27768597630956), (48.698037373318904, -110.27766594437132), (48.69802731500558, -110.27764584745151), (48.698017310944344, -110.27762568305602), (48.698007366011225, -110.27760545367916), (48.697997478554974, -110.27758516668653), (48.69798764535112, -110.27756481221806), (48.69797787387036, -110.27754439573724), (48.69796815695675, -110.27752391522593), (48.69795849948541, -110.2775033731778), (48.6979488991764, -110.27748277006842), (48.69793935602941, -110.2774621058978), (48.697929872009986, -110.2774413767454), (48.69792044774816, -110.2774205895009), (48.69791108292841, -110.27739974072001), (48.69790177527099, -110.27737883087704), (48.697892527370364, -110.27735786294261), (48.69788333694673, -110.27733683739125), (48.69787420824574, -110.27731574982755), (48.697865139301925, -110.27729460417177), (48.69785612783462, -110.27727340089923), (48.69784717840474, -110.2772521390588), (48.69783828904664, -110.2772308225714), (48.6978294568504, -110.27720944502182), (48.69782068928669, -110.27718801187414), (48.697811979514256, -110.27716652455445), (48.697803331779134, -110.27714497866702), (48.69779474443051, -110.27712338157677), (48.69778621683862, -110.27710172639387), (48.69777775159878, -110.27708001608829), (48.697769348710864, -110.27705825065901), (48.6977610062091, -110.27703643402755), (48.69775272605937, -110.27701456227244), (48.69774450598115, -110.27699263586938), (48.6977363488844, -110.27697066123301), (48.697728254139726, -110.2769486314732), (48.697720221746586, -110.27692654659003), (48.69771225005429, -110.27690441394833), (48.69770434330931, -110.27688222915286), (48.69769649726503, -110.2768599965992), (48.69768871616767, -110.2768377118909), (48.69768099773688, -110.27681537550387), (48.69767334000683, -110.2767929913584), (48.697665744943194, -110.2767705555341), (48.697658217736375, -110.27674807396981), (48.6976507512304, -110.27672554464647), (48.69764334967128, -110.27670296316893), (48.697636009127535, -110.27668033737746), (48.697628736440464, -110.27665766584552), (48.69762571059894, -110.27665433335446)]"
4498,FREMONT AVE N,e,Current,#00FF00,Enhanced Street,"[(48.818931289104306, -110.35806653041425), (48.821281171421724, -110.35751187413192)]"
4500,NW 58TH ST,e,Current,#00FF00,Enhanced Street,"[(48.77937859122012, -110.5132408370209), (48.780343951512634, -110.52245813915367)]"
4505,1ST AVE N,i,Current,#FFFF00,In street major separation,"[(48.61638486113173, -110.4246658402006), (48.618068052516456, -110.4242549680182), (48.619215135134155, -110.42397493775162)]"
4506,E YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.522680607057545, -110.25573115639781), (48.522309228280065, -110.25225758613279)]"
4510,SW THISTLE ST,d,Current,#FF0000,In street minor separation,"[(48.314848420454666, -110.5940644436061), (48.31540046300734, -110.59840805363251)]"
4511,12TH AVE,d,Current,#FF0000,In street minor separation,"[(48.54356682202643, -110.31118418862509), (48.545623395025274, -110.31069643199204)]"
4513,NICKERSON ST,d,Current,#FF0000,In street minor separation,"[(48.690831006440156, -110.40003942237341), (48.68728680225361, -110.39420317157037)]"
4517,UNIVERSITY WAY NE,d,Current,#FF0000,In street minor separation,"[(48.74717703194105, -110.25001606361164), (48.75218436824509, -110.24885214518389)]"
4524,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.81495313193551, -110.41366853028828), (48.81615062396727, -110.41338166298925)]"
4525,MAGNOLIA BLVD W,d,Current,#FF0000,In street minor separation,"[(48.68405445712499, -110.59640277603943), (48.68434221478699, -110.59673242968336)]"
4526,GREENWOOD AVE N,i,Current,#FFFF00,In street major separation,"[(48.818447970159326, -110.37649014747731), (48.82079363260237, -110.3759342602509)]"
4527,THACKERAY PL NE,d,Current,#FF0000,In street minor separation,"[(48.717758311699086, -110.30176297408482), (48.721838843505665, -110.3007284706698)]"
4528,YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.535032839767844, -110.3720386584907), (48.53493525699496, -110.37111566347158)]"
4530,15TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.38588185123625, -110.33714241459221), (48.38493757728951, -110.33737227680353), (48.383430437547034, -110.3377391529438)]"
4531,ELLIS AVE S,i,Current,#FFFF00,In street major separation,"[(48.33302682441181, -110.37139698479724), (48.3284149967164, -110.37407545519117)]"
4532,CALIFORNIA AVE SW,d,Current,#FF0000,Sharrows,"[(48.323235184231294, -110.60111833327072), (48.32166012929354, -110.60150128446593)]"
4533,BANNER WAY NE,d,Current,#FF0000,In street minor separation,"[(48.79442481252103, -110.26448117372456), (48.79448221522392, -110.26459753628376), (48.79454296901649, -110.26470993045515), (48.79460694428442, -110.26481815824917), (48.79467401541825, -110.26492198917765), (48.79474406122176, -110.2650212410701), (48.79481693619321, -110.26511569462657), (48.79489249366258, -110.26520519410133), (48.79497060047582, -110.26528952815681), (48.795051082523976, -110.26536857140125), (48.795133804927936, -110.26544214450766), (48.79696729586715, -110.26690317423788)]"
4534,BROADWAY,i,Current,#FFFF00,In street major separation,"[(48.57045644130966, -110.31834449934243), (48.57422055435237, -110.317514460333)]"
4541,BROOKLYN AVE NE,d,Current,#FF0000,In street minor separation,"[(48.690568356196216, -110.26865182176392), (48.69635163052332, -110.26711498047125)]"
4550,FAUNTLEROY WAY SW,i,Current,#FFFF00,In street major separation,"[(48.3449468326615, -110.61147946162056), (48.34127690987334, -110.61450604031872)]"
4551,E YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.52305196557368, -110.25920556436294), (48.522680607057545, -110.25573115639781)]"
4552,BURKE GILMAN TRL,e,Current,#00FF00,Multi use Trail,"[(48.885515569031355, -110.09846433614939), (48.8862681759534, -110.09855487844375), (48.88826848042782, -110.09882796250854), (48.89064102900775, -110.09906381819329), (48.89228308750083, -110.09925494839436), (48.89296358750733, -110.09933036602412), (48.89318920751408, -110.09934241614447), (48.89337597622303, -110.09936273140558), (48.89356274295464, -110.09938305075835), (48.893777233072456, -110.09941749830628), (48.893949231133696, -110.09942093161347), (48.8941784872305, -110.09947226310102), (48.894389211633346, -110.09947981801025), (48.89459002125918, -110.09954233285863), (48.89476507745153, -110.09960165558397), (48.894964335883955, -110.09967471117905), (48.895187385649585, -110.0997635651485), (48.89543372849067, -110.0998705449212), (48.89567837438977, -110.09998614007253), (48.895921188305486, -110.10011029837642), (48.89600372181917, -110.10015467541362), (48.89621386809765, -110.10024629813586)]"
4553,W GALER ST,i,Current,#FFFF00,In street major separation,"[(48.653911583083534, -110.53934793169654), (48.65425874172861, -110.54309062650147)]"
4558,SW MORGAN ST,i,Current,#FFFF00,In street major separation,"[(48.3636299444138, -110.54585015165033), (48.36367330621831, -110.54624977875416), (48.3641060071016, -110.55023835713362)]"
4559,WILSON AVE S,d,Current,#FF0000,In street minor separation,"[(48.36843695128328, -110.19702212133068), (48.36818986317737, -110.19711120826902), (48.368011175846306, -110.19709365967513), (48.36500676189463, -110.19679870782139), (48.364567163350095, -110.1967555480755), (48.36337692416669, -110.1965003740776)]"
4562,E CHERRY ST,d,Current,#FF0000,In street minor separation,"[(48.54958011611343, -110.30975778393994), (48.549106510365185, -110.30539734676938)]"
4563,E LAKE WASHINGTON BLVD,d,Current,#FF0000,In street minor separation,"[(48.66140090949935, -110.23320143628365), (48.66048667521553, -110.22577050589142), (48.66046387006926, -110.22565962406908), (48.660425857310074, -110.22549519638717), (48.66038333614774, -110.2253333057894), (48.66033638136716, -110.22517423486556), (48.66028507364584, -110.22501825444331), (48.660229503417476, -110.2248656403199), (48.66016976669127, -110.2247166530891)]"
4564,SEWARD PARK RD,e,Current,#00FF00,Multi use Trail,"[(48.34456499969056, -110.15726837844902), (48.344538420536985, -110.15729274146719), (48.342835294722676, -110.15661348997217), (48.342298986061635, -110.15625436486638), (48.34105481542746, -110.1561692369804), (48.33965829733473, -110.1561673217297)]"
4565,S JACKSON ST,d,Current,#FF0000,In street minor separation,"[(48.51873227256486, -110.29505988568617), (48.51830545420914, -110.29075101427215)]"
4566,26TH AVE SW,e,Current,#00FF00,Enhanced Street,"[(48.43168709136272, -110.50197831024829), (48.43051623499022, -110.50227048595703)]"
4567,SYLVAN WAY SW,i,Current,#FFFF00,In street major separation,"[(48.348023714349374, -110.53289962936445), (48.34801919515507, -110.5328901740704), (48.34774697688434, -110.5322130607988), (48.347511333834596, -110.53150574784023), (48.34731373847331, -110.5307726866357), (48.34715542918127, -110.53001846279882), (48.34703776226772, -110.5292501122951), (48.347037410135776, -110.52924782057973), (48.34663783870807, -110.52606650947101), (48.34657681752298, -110.52567377302924), (48.34649366967507, -110.52529022191987), (48.346388994610884, -110.52491870120274), (48.346263566224316, -110.52456195439375), (48.34611829019149, -110.52422256237374), (48.34595423947214, -110.52390300241517), (48.345772615335214, -110.52360562817222), (48.34572205283593, -110.52353587344795), (48.34557471579702, -110.5233326028691), (48.34536201867748, -110.52308589296084), (48.342870251074814, -110.52169906578214), (48.342582629871906, -110.52156665404992), (48.33819807823626, -110.51954830213131), (48.33817994303013, -110.51953969016337), (48.338171430762365, -110.51953532065959), (48.338162913802904, -110.51953097649762), (48.338154391536165, -110.51952665083266), (48.33814586365486, -110.51952234024311), (48.33813733244044, -110.51951804426658), (48.33812880184145, -110.51951375513647), (48.33812026667886, -110.51950946693046), (48.338111733797334, -110.51950517826411), (48.338103204556475, -110.5195008784101), (48.33809467698168, -110.51949657125087), (48.33808615212447, -110.51949224263683), (48.33807763547069, -110.51948790191138), (48.338069125174705, -110.51948352854137), (48.33806062154424, -110.51947912594811), (48.3380521288351, -110.51947468978761), (48.33804364384249, -110.51947021025379), (48.338035173719184, -110.5194656893847), (48.338026715260526, -110.5194611173748), (48.3380182707484, -110.5194564937631), (48.338009841848944, -110.51945181124337), (48.338001430228665, -110.51944706250934), (48.337993036195, -110.51944225098404), (48.33798466079945, -110.51943736251626), (48.33797611861039, -110.51943087703229), (48.33796777215859, -110.51942587121056), (48.337959433730894, -110.51942082543805), (48.33795110560889, -110.51941573925316), (48.33794278779298, -110.51941061265667), (48.33793447769364, -110.51940544268668), (48.3379261782075, -110.5194002357273), (48.337917888719666, -110.51939498493347), (48.33790961212698, -110.51938969668859), (48.33790134127676, -110.51938436895426), (48.337893083013924, -110.51937900034663), (48.33788483764651, -110.51937359428797), (48.33787660227691, -110.5193681443948), (48.33786837782869, -110.51936266093475), (48.33786016566026, -110.51935713317854), (48.33785196472055, -110.51935157527745), (48.337843778034554, -110.51934596919693), (48.337835599680275, -110.51934032658855), (48.3378274365029, -110.51933464606724), (48.33781928881012, -110.5193289310559), (48.33781115142295, -110.51932317563303), (48.33780302921254, -110.5193173822975), (48.337794919589555, -110.51931154808862), (48.33778682316931, -110.51930567985123), (48.33777874223333, -110.51929977712372), (48.3377706764744, -110.51929383648393), (48.33776256723459, -110.51928792903043), (48.337754524368755, -110.51928190710551), (48.337746491500816, -110.5192758413467), (48.33773846986144, -110.5192697454426), (48.337730460502144, -110.5192636052437), (48.337722464037675, -110.51925742759332), (48.337714477879025, -110.51925120953157), (48.337706504615284, -110.51924495401934), (48.33769854424636, -110.51923866105588), (48.33769059615741, -110.51923232379711), (48.337682661270975, -110.51922595251001), (48.33767473927949, -110.51921954377188), (48.33766683246487, -110.51921309712169), (48.3376589362635, -110.5192066134823), (48.337651057520524, -110.51920009146924), (48.337643189390754, -110.51919353246663), (48.33763533871937, -110.51918693509057), (48.337627501250296, -110.51918030368591), (48.33761967895835, -110.51917363436976), (48.33761187215049, -110.51916693056336), (48.33760407823731, -110.51916018930629), (48.33759630178286, -110.51915340967554), (48.337588542786456, -110.51914659167124), (48.337580797607956, -110.51913974648353), (48.33757306988774, -110.51913286292185), (48.33756543087268, -110.51912675936879), (48.337557729249966, -110.51911980432833), (48.33755004705974, -110.51911280703077), (48.337542373200826, -110.51910577320507), (48.337534714518526, -110.51909870146791), (48.33752707070536, -110.51909158839614), (48.33751943781262, -110.5190844417576), (48.337511822378396, -110.5190772567455), (48.337504219839005, -110.51907003428282), (48.337496632783825, -110.5190627773306), (48.337489060597264, -110.51905547904435), (48.337481501920976, -110.51904815015209), (48.33747396070303, -110.51904078288636), (48.33746643466161, -110.51903337770865), (48.33745892410421, -110.5190259380413), (48.337451429030835, -110.51901846388446), (48.33744394944188, -110.51901095523792), (48.33743648731082, -110.51900340821784), (48.33742904325343, -110.51899582966911), (48.337421614680146, -110.51898821663072), (48.33741420356515, -110.51898056521895), (48.33740680854924, -110.51897288616259), (48.33739943327342, -110.51896516827097), (48.33739207378935, -110.51895741931219), (48.337384734352554, -110.51894963494097), (48.33737741070762, -110.51894181950219), (48.337370220016496, -110.51893429426386), (48.33736292931381, -110.51892640596249), (48.33735565378737, -110.51891847974932), (48.33734839602672, -110.5189105185851), (48.33734115146852, -110.51890252339274), (48.33733392208659, -110.5188944902888), (48.33732671047039, -110.51888642223363), (48.337319514338226, -110.51887831968894), (48.33731233535647, -110.51887017534892), (48.33730517050002, -110.51886200724762), (48.33729802538332, -110.51885380031182), (48.33729089803218, -110.51884555842489), (48.33728378616522, -110.51883728204882), (48.337276692371404, -110.51882897414349), (48.337269616035684, -110.51882062786552), (48.33726255808093, -110.51881225348095), (48.33725551789184, -110.51880384414544), (48.337248498057804, -110.51879540282002), (48.337241493707815, -110.51878692700467), (48.337234510020025, -110.51877842262198), (48.33722754637983, -110.51876988282686), (48.33722059853118, -110.51876131196414), (48.33721367362698, -110.51875271207273), (48.337206766795724, -110.5187440806521), (48.33719988001196, -110.5187354138195), (48.337192977154295, -110.51872695582297), (48.33718612682471, -110.51871822935492), (48.33717929395309, -110.5187094645143), (48.3371724788469, -110.51870066472243), (48.337165681814106, -110.51869183340229), (48.337158900264754, -110.51868296759262), (48.33715213876296, -110.51867406637076), (48.337145393052644, -110.51866513408153), (48.33713866769713, -110.51865616980247), (48.337131957825456, -110.51864717103402), (48.33712527059035, -110.51863813981362), (48.33711859914663, -110.5186290775265), (48.33711194836587, -110.51861998667171), (48.3371053147346, -110.51861085402147), (48.33709870207376, -110.51860169622525), (48.33709210748612, -110.51859250690083), (48.337085535842604, -110.51858328854736), (48.337078981964524, -110.51857403524286), (48.33707244646729, -110.51856475383222), (48.33706593422204, -110.51855544681435), (48.33705944233136, -110.51854610780646), (48.3370529707955, -110.51853673680854), (48.33704651992196, -110.51852733724263), (48.33704009230028, -110.51851791206991), (48.33703368275185, -110.51850845536858), (48.337027298428985, -110.51849896917616), (48.337020816394414, -110.518488370303), (48.33701447475507, -110.51847881624734), (48.337008157418474, -110.5184692224344), (48.3370018578471, -110.51845959367047), (48.33699558547558, -110.5184499315321), (48.33698933315113, -110.51844023398142), (48.336983100873766, -110.51843050101866), (48.336976889258665, -110.5184207394881), (48.33697069799839, -110.51841094596729), (48.336964527400546, -110.51840112387904), (48.33695837487525, -110.51839127026192), (48.336952243320134, -110.5183813914992), (48.336946130145684, -110.51837148463014), (48.33694003565955, -110.51836155307717), (48.33693395758015, -110.51835159730116), (48.33692790016281, -110.51834161295737), (48.33692185748574, -110.5183316116971), (48.3369158334971, -110.51832158575273), (48.33690982363319, -110.5183115360468), (48.336903833380596, -110.51830147192368), (48.33689785725284, -110.51829138403899), (48.33689189617328, -110.51828128265998), (48.33688595180755, -110.51827116048065), (48.336880020208376, -110.51826102526766), (48.33687410593852, -110.51825087609897), (48.33686826004232, -110.51824078976166), (48.3368624352684, -110.5182305249325), (48.33685668160962, -110.51822017254909), (48.33685099024699, -110.5182097378797), (48.33684535495092, -110.51819922915259), (48.336839770106856, -110.51818866144214), (48.33683422461395, -110.51817804047717), (48.33682871224276, -110.5181673744865), (48.33682322509702, -110.5181566790052), (48.336817758613314, -110.51814595495603), (48.336812300947706, -110.51813522564058), (48.33680684889553, -110.51812448125466), (48.336801390612436, -110.51811374509955), (48.3367959221508, -110.51810302494299), (48.33679043728073, -110.51809232901353), (48.33677960213991, -110.51807165909132), (48.336729225153476, -110.51797572969862), (48.33660234622666, -110.517689166431), (48.336547811562006, -110.51754128965942), (48.33649133664014, -110.51738813994955), (48.336396925667984, -110.51707463847991), (48.336319735235215, -110.51675069629835), (48.336260276639024, -110.51641846060821)]"
4568,BROAD ST,i,Current,#FFFF00,In street major separation,"[(48.588705387911766, -110.42428911863063), (48.5905673876456, -110.42094346141432)]"
4569,SYLVAN WAY SW,i,Current,#FFFF00,In street major separation,"[(48.36101185851157, -110.53835905585662), (48.360748908776515, -110.53820540313507), (48.36046867492794, -110.53809772539823), (48.35952705349852, -110.53779588889576), (48.35917875878086, -110.53768424248973)]"
4572,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.79521081537186, -110.50600089975842), (48.79554447610056, -110.50951644505635), (48.79556369937982, -110.50971901188)]"
4574,SW THISTLE ST,d,Current,#FF0000,In street minor separation,"[(48.31540046300734, -110.59840805363251), (48.31596923898516, -110.60288473381493)]"
4577,ROY ST,d,Current,#FF0000,In street minor separation,"[(48.61828891764048, -110.41535093175315), (48.617826123354064, -110.41104336157592)]"
4579,15TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.49981528889748, -110.31508864222566), (48.49903189143162, -110.3146798290668), (48.49811234781138, -110.31434754637155), (48.49795428047307, -110.31429414335656), (48.497795227818976, -110.31424780853335), (48.497635334630736, -110.3142085748159), (48.49747473719393, -110.31417648386939), (48.49731358162747, -110.31415155783708), (48.49715200295891, -110.3141338246548), (48.49699014864447, -110.31412329569702), (48.49549822192895, -110.31405962780039), (48.49519682645433, -110.31404677144982), (48.49503988485013, -110.31404170892695), (48.490006909647406, -110.31387927922663)]"
4580,10TH AVE E,i,Current,#FFFF00,In street major separation,"[(48.649042666167134, -110.29729387253398), (48.652746268730745, -110.29638487917276)]"
4582,E DENNY WAY,d,Current,#FF0000,In street minor separation,"[(48.57247662230415, -110.20176609378619), (48.57227705991379, -110.19991863680701), (48.572205798037295, -110.19925899193056), (48.572195638792614, -110.19922338516055), (48.572192603240715, -110.19920429531771), (48.57218950675349, -110.19918522525072), (48.57218634768456, -110.19916618231024), (48.572183118559295, -110.19914716105774), (48.572179826852675, -110.19912816693102), (48.5721764725644, -110.19910919993123), (48.572173053414424, -110.19909026053544), (48.57216957301195, -110.19907133748026), (48.572166023821254, -110.19905244985728), (48.5721624114152, -110.1990335824887), (48.57215873737914, -110.19901475255504), (48.5721550004442, -110.1989959463121), (48.57215119896521, -110.19897717111012), (48.57214733490457, -110.19895842303478), (48.57214340629937, -110.19893970600023), (48.57213941511299, -110.19892101609298), (48.5721353596992, -110.1989023606627), (48.57213124430135, -110.19888373531748), (48.572127064359236, -110.19886514101343), (48.57212282247012, -110.19884658070845), (48.572118520596916, -110.19882805048952), (48.57211415025335, -110.19880955913938), (48.572109719925685, -110.19879109787479), (48.572105227651235, -110.1987726706099), (48.57210067342943, -110.19875427734422), (48.57209605726104, -110.19873591807871), (48.57209137718257, -110.19871759672638), (48.57208663775452, -110.19869931233218), (48.57208183409908, -110.19868106241569), (48.572076971411484, -110.19866285289342), (48.57207204677714, -110.19864467737062), (48.57206706051276, -110.19862653928429), (48.572062012936115, -110.19860844207), (48.57205690404668, -110.19859038572768), (48.57205173321062, -110.19857236338547), (48.57204650365922, -110.1985543848737), (48.57204121311278, -110.19853645067043), (48.57203586289952, -110.19851854998961), (48.57203044909379, -110.19850069065863), (48.57202497885292, -110.19848287468066), (48.57201944501956, -110.19846510005304), (48.572013852471386, -110.19844736925629), (48.57200820120785, -110.19842968228998), (48.572002488949266, -110.19841203963252), (48.57199671797565, -110.19839444080594), (48.5719908879701, -110.19837688237378), (48.571984997286464, -110.1983593716869), (48.57197905048525, -110.19834190778899), (48.57197304268877, -110.19832448819962), (48.57196697421441, -110.19830711635564), (48.57196085190276, -110.19828979082284), (48.57195708054499, -110.1982792507207)]"
4583,COLLEGE WAY N,i,Current,#FFFF00,In street major separation,"[(48.85838403781773, -110.29840933681533), (48.8586118246432, -110.29833629894235), (48.858702469818276, -110.2982985691776), (48.85879951308723, -110.29825489370594), (48.85889591983667, -110.29820807583958), (48.858984824420766, -110.29816180633016), (48.85907310618831, -110.29811287754612), (48.8591607303021, -110.29806128970532), (48.859247657909584, -110.29800707555798), (48.859333858024115, -110.29795025212644), (48.85942583678953, -110.29788616472888), (48.85951041466483, -110.29782399560209), (48.8596005695208, -110.29775421013052), (48.859683383510195, -110.29768679879224), (48.859765296035405, -110.29761690952354), (48.85984627414215, -110.29754456328297), (48.85992629069395, -110.29746979390148), (48.86000530849004, -110.29739262674666), (48.86008925302313, -110.29730687655524), (48.86016610069833, -110.29722483011449), (48.86024185877188, -110.29714048584718), (48.86031649295117, -110.29705387556031), (48.86039558271671, -110.29695810081287), (48.860467793506146, -110.29686689298718), (48.86053879474414, -110.29677352505718), (48.860613872561125, -110.2966706068591), (48.860682269576095, -110.29657287634515), (48.86074937232444, -110.29647310201759), (48.860820156597, -110.2963634196231), (48.86088448270135, -110.29625953353313), (48.86094743501353, -110.29615372588681), (48.86100898340733, -110.29604604875954), (48.861069112147504, -110.29593653361255), (48.861127788513855, -110.29582522954205), (48.8611849954339, -110.295712178856), (48.861240704433186, -110.29559742624306), (48.861293263666276, -110.29546218972385), (48.861347130261, -110.29533228658639), (48.86140341589052, -110.29520476230346), (48.86146207140807, -110.29507971517617), (48.86154988531107, -110.29490557983871), (48.861647039061495, -110.29472872185376), (48.86171453777459, -110.29461437832597), (48.861784154828946, -110.29450299061226), (48.86185583620399, -110.29439465452003), (48.86192419597574, -110.29429686252993), (48.861999691804584, -110.29419464955036), (48.86207707700086, -110.29409573605604), (48.86215628881757, -110.29400019855211), (48.86223142063929, -110.29391458181064), (48.86231993086636, -110.2938195703001), (48.862410313436044, -110.2937286929837), (48.86250248146207, -110.2936420419854), (48.862596350103715, -110.29355968082805), (48.86269183278777, -110.2934817050944), (48.86278883751844, -110.29340817628498), (48.86288728008215, -110.29333916484035), (48.86298706195551, -110.29327473714841), (48.86308809766775, -110.29321494982885), (48.86319028547041, -110.29315985938112), (48.86382533353277, -110.29300828866933)]"
4587,18TH AVE S,e,Current,#00FF00,Enhanced Street,"[(48.481240539571466, -110.30120051417637), (48.47847998658614, -110.30179743103685), (48.47688129296699, -110.30218185569173), (48.476699646594064, -110.30222552010548)]"
4588,S HANFORD ST,e,Current,#00FF00,Enhanced Street,"[(48.4401245867795, -110.31008889448115), (48.439879075448474, -110.30774800210023)]"
4589,N 43RD ST,e,Current,#00FF00,Enhanced Street,"[(48.72310105742348, -110.34625723457941), (48.72291113959853, -110.34451507854862), (48.72269870157321, -110.34256651090584)]"
4595,19TH AVE E,d,Current,#FF0000,Sharrows,"[(48.583938974340306, -110.26974869516769), (48.586598704981704, -110.26906968598632)]"
4598,17TH AVE NW,e,Current,#00FF00,Enhanced Street,"[(48.80836330608499, -110.45907103501537), (48.814472613178076, -110.4576469838159)]"
4600,E UNION ST,i,Current,#FFFF00,In street major separation,"[(48.563465013011985, -110.28851815250839), (48.56300333492353, -110.28420848960609)]"
4606,14TH AVE S,e,Current,#00FF00,Enhanced Street,"[(48.416570536632214, -110.33412181464287), (48.41444166187818, -110.33468212622905), (48.41037114266749, -110.33575334915027)]"
4607,51ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.23786521217581, -110.22569329389638), (48.23495875286242, -110.2263966625417), (48.23395874380996, -110.2266386490587)]"
4608,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.87558370104796, -110.23565615449428), (48.875849466858256, -110.23559669412158), (48.87696435685243, -110.23534724148121)]"
4612,SW SPOKANE ST BR,e,Current,#00FF00,Multi use Trail,"[(48.44278387230627, -110.45357850215251), (48.44292859439609, -110.45509588470385), (48.44301171599161, -110.45601358661516), (48.44352658008366, -110.46105153343143), (48.44389188303297, -110.46461128065924)]"
4613,35TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.86557096424315, -110.14601591132454), (48.87140862185426, -110.14441552946863)]"
4616,UNIVERSITY WAY NE,d,Current,#FF0000,In street minor separation,"[(48.73744620800255, -110.25243201930563), (48.744182473910136, -110.25071306583028), (48.74427593009131, -110.25068921260842)]"
4620,S ALASKA ST,i,Current,#FFFF00,In street major separation,"[(48.3870345891559, -110.25751382995065), (48.386642996965215, -110.25395084616717), (48.3866407443617, -110.25393033541796), (48.386635923644526, -110.2538862180062)]"
4621,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.7931585535581, -110.48448726635065), (48.79319841798884, -110.48490153688584), (48.79350063892487, -110.48804272002002)]"
4624,THORNDYKE AVE W,d,Current,#FF0000,In street minor separation,"[(48.672362445816056, -110.521714148935), (48.6734637816396, -110.52052036803752), (48.67449925043946, -110.51939790437365)]"
4625,5TH AVE NE,d,Current,#FF0000,In street minor separation,"[(48.73406488376299, -110.2865364956656), (48.736104427075965, -110.28602797882729)]"
